Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Supervisiona,Licença_2semanas,Licença_ano,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,TAMesc
35.0,1.0,4.0,4.0,40.0,1.0,1.0,1.0,6.0,5.33,4.67,4.67,3.5,4.33,4.0,2.0,2.2,3.2,3.56,3.6,0.2,4.2,2.0,5.14
33.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,6.55,6.67,5.0,5.2,4.5,5.67,3.4,3.25,3.0,3.4,3.75,3.6,1.2,4.0,3.25,5.14
40.9,2.0,10.0,19.0,20.0,1.0,1.0,1.0,4.58,4.67,4.33,5.33,5.0,3.0,4.4,2.6,1.6,2.8,1.11,6.0,4.2,2.0,2.25,5.14
42.0,2.0,24.0,25.0,40.0,2.0,1.0,1.0,5.33,5.0,3.33,5.17,5.0,5.67,4.0,3.2,2.8,4.0,5.44,0.8,0.6,6.0,4.0,5.14
39.0,2.0,4.0,11.0,40.0,2.0,1.0,1.0,7.0,7.0,6.67,6.67,7.0,6.0,4.6,3.4,4.25,4.4,5.22,3.2,0.2,5.8,5.0,5.14
36.0,2.0,55.0,12.0,22.0,2.0,1.0,1.0,6.83,5.67,5.0,4.5,5.5,4.0,3.8,2.0,3.4,4.0,5.11,2.2,0.2,5.2,4.0,5.14
33.0,2.0,4.0,9.0,24.0,1.0,1.0,1.0,6.17,4.67,1.67,5.0,5.5,6.0,4.4,3.6,1.8,3.6,5.0,4.6,0.0,5.4,4.0,5.14
52.0,3.0,0.5,17.8,20.0,1.0,1.0,1.0,6.75,4.67,4.0,5.0,6.5,4.67,4.8,3.6,3.0,3.2,5.78,2.0,0.0,4.6,3.75,5.14
40.0,1.0,4.0,18.0,40.0,1.0,2.0,2.0,6.0,4.33,5.33,5.83,6.0,6.0,4.8,3.25,2.8,4.25,3.63,3.4,4.2,3.4,3.0,5.14
39.0,2.0,2.0,20.0,40.0,1.0,1.0,1.0,6.25,4.67,4.0,5.67,5.5,6.0,4.2,3.8,1.8,2.6,3.33,5.6,3.0,2.6,2.0,5.14
36.0,1.0,2.0,10.0,20.0,1.0,1.0,1.0,6.75,6.67,2.67,6.33,6.0,4.33,4.0,3.25,3.4,4.2,4.78,3.4,0.0,6.8,3.0,5.14
35.0,2.0,2.0,14.0,40.0,1.0,1.0,2.0,6.08,5.67,4.67,5.67,5.0,4.33,3.8,3.4,2.4,3.4,5.22,4.2,0.6,5.8,3.75,5.14
33.5,2.0,1.0,8.0,40.0,1.0,1.0,2.0,6.92,6.33,6.0,6.17,7.0,5.67,4.0,2.6,3.4,3.6,5.33,1.6,0.6,6.0,4.0,5.14
56.0,1.0,3.0,16.9,20.0,1.0,1.0,1.0,7.0,6.67,6.0,5.0,7.0,6.0,5.0,3.0,3.8,3.8,6.0,2.8,0.2,5.0,4.0,5.14
22.0,1.0,0.5,4.0,40.0,1.0,1.0,1.0,6.08,5.33,6.33,5.0,6.0,5.33,3.6,3.4,3.0,3.4,5.33,4.4,1.0,5.8,2.75,5.14
39.0,2.0,0.33,20.0,20.0,1.0,1.0,1.0,6.83,5.67,6.0,6.33,6.5,4.67,3.8,2.4,2.4,3.0,4.67,4.6,0.0,5.2,3.5,5.14
29.0,2.0,6.0,12.0,40.0,1.0,1.0,1.0,6.67,6.33,6.67,6.17,7.0,5.67,4.4,3.8,3.6,3.8,4.33,4.8,2.2,4.0,2.25,5.14
53.0,2.0,26.0,27.0,20.0,2.0,1.0,1.0,5.18,4.0,3.0,4.0,4.0,4.0,4.8,1.0,1.8,4.4,3.67,2.8,0.0,5.4,4.25,5.14
25.0,1.0,0.25,4.775,20.0,1.0,1.0,1.0,7.0,6.33,6.67,5.5,5.5,6.0,4.6,3.4,3.0,3.8,5.11,1.4,1.2,6.8,4.75,5.14
50.0,1.0,23.0,23.0,50.0,1.0,1.0,2.0,5.67,6.33,5.67,5.33,6.0,7.0,3.8,2.6,2.2,2.6,4.0,4.8,1.4,2.0,2.75,5.14
26.0,2.0,2.0,4.0,20.0,1.0,1.0,1.0,7.0,6.67,4.67,6.83,7.0,5.33,3.8,2.8,3.4,3.2,5.44,3.4,0.6,6.4,3.75,5.14
24.0,1.0,0.1,5.675,20.0,1.0,1.0,1.0,6.75,5.0,4.67,6.5,6.5,5.67,4.4,3.2,2.6,4.0,5.56,3.0,0.8,4.4,3.75,7.430000000000005
31.0,2.0,5.0,6.0,20.0,2.0,1.0,1.0,6.25,6.67,5.67,6.17,5.5,5.67,4.0,2.0,3.4,4.0,5.33,3.2,0.2,5.0,2.0,7.430000000000005
35.0,2.0,9.0,10.0,40.0,1.0,1.0,1.0,6.33,6.33,4.33,6.17,6.0,5.67,4.4,2.6,2.0,2.8,4.78,5.6,0.6,4.0,4.5,7.430000000000005
59.0,2.0,21.0,28.0,40.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,4.2,3.4,3.4,3.2,4.44,5.0,5.0,2.8,5.0,7.430000000000005
62.0,1.0,18.0,35.0,22.0,1.0,1.0,1.0,6.67,6.33,5.67,6.5,7.0,6.33,4.8,4.0,4.4,4.6,5.22,5.2,2.4,5.4,5.0,7.430000000000005
36.0,2.0,4.0,15.0,34.0,1.0,1.0,2.0,6.5,6.33,2.0,5.0,5.0,3.33,4.0,3.4,2.0,2.4,3.78,3.4,2.4,3.8,3.0,7.430000000000005
28.0,2.0,4.0,6.0,20.0,1.0,1.0,2.0,6.67,5.33,4.0,5.0,4.0,2.33,4.2,3.2,2.2,3.0,5.0,4.6,0.2,4.0,2.0,7.430000000000005
45.0,2.0,6.0,14.85,20.0,1.0,1.0,1.0,6.67,5.33,3.33,5.83,6.5,5.0,3.2,2.4,2.2,3.4,5.33,5.2,1.8,4.2,2.25,7.430000000000005
49.0,2.0,16.0,31.0,20.0,1.0,1.0,1.0,6.17,5.67,5.67,6.0,6.0,6.0,4.2,2.6,2.8,2.6,6.0,1.4,0.0,6.0,4.5,7.430000000000005
42.0,2.0,8.0,8.0,20.0,1.3,1.0,1.0,7.0,6.67,6.67,6.83,7.0,5.67,4.0,2.4,3.4,3.8,4.89,5.0,2.6,6.0,4.0,7.430000000000005
60.0,2.0,10.0,27.0,20.0,1.0,1.0,1.0,6.73,6.33,4.67,6.83,6.0,6.0,4.6,3.2,4.0,4.8,6.0,2.8,0.2,6.8,4.0,7.430000000000005
32.0,2.0,5.0,8.0,40.0,1.0,1.0,2.0,6.25,5.67,4.67,5.5,5.0,5.0,3.8,3.0,2.6,3.2,2.33,4.4,1.4,4.4,2.25,7.430000000000005
57.0,1.0,2.0,5.0,40.0,1.0,1.0,2.0,6.08,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,4.25,7.430000000000005
33.0,2.0,3.0,3.0,20.0,1.0,1.0,1.0,6.42,6.0,2.67,5.83,6.5,5.0,4.2,3.2,2.6,3.8,4.89,3.8,1.0,4.4,3.25,7.430000000000005
50.0,2.0,3.5,3.5,20.0,1.0,1.0,1.0,6.17,5.0,6.0,5.67,6.0,5.33,4.0,2.4,3.0,3.8,5.78,2.6,0.0,5.6,3.75,7.430000000000005
51.0,2.0,20.0,30.0,40.0,2.0,1.0,1.0,6.25,6.33,6.67,6.67,6.5,6.0,3.4,2.6,3.8,3.2,6.0,1.4,0.0,6.2,4.25,7.430000000000005
25.0,2.0,1.5,1.5,40.0,1.0,1.0,1.0,6.17,6.67,3.33,5.17,6.5,4.67,4.6,2.8,3.0,3.2,5.44,3.0,0.6,4.4,3.25,7.430000000000005
40.0,2.0,9.0,9.0,40.0,1.0,1.0,1.0,5.83,5.33,4.0,5.17,5.5,4.67,4.6,2.6,3.8,3.6,4.22,5.2,1.0,3.8,3.75,7.430000000000005
32.0,2.0,5.0,9.0,40.0,1.0,1.0,2.0,6.67,6.33,7.0,5.83,7.0,5.33,4.6,3.25,3.8,3.6,4.78,1.6,1.6,5.0,2.25,7.430000000000005
37.0,1.0,7.0,13.0,40.0,2.0,1.0,1.0,6.33,4.67,6.0,5.2,6.0,4.67,3.8,2.0,3.0,2.8,5.67,3.2,0.4,6.6,5.0,7.430000000000005
36.0,2.0,15.0,15.0,40.0,1.0,1.0,2.0,5.08,5.0,2.33,5.17,4.0,4.0,3.8,2.8,2.4,3.0,3.44,5.2,2.4,4.0,3.0,7.430000000000005
30.0,2.2,1.0,10.0,20.0,1.0,1.0,2.0,6.75,7.0,7.0,6.83,6.5,5.0,4.0,3.6,3.6,4.2,5.44,0.6,0.0,4.4,2.75,7.430000000000005
45.0,1.0,2.0,22.0,40.0,1.0,1.0,1.0,5.58,4.67,4.67,5.67,4.5,2.67,3.6,3.4,1.6,2.4,4.0,2.6,3.2,6.0,5.0,7.430000000000005
32.0,2.0,1.0,7.6,20.0,1.0,1.0,1.0,5.17,6.0,3.33,5.17,3.0,5.67,4.2,3.2,2.4,3.2,4.33,3.4,0.6,4.6,4.0,7.430000000000005
43.0,2.0,6.0,24.0,20.0,1.0,1.0,1.0,6.58,6.67,7.0,7.0,6.5,6.0,4.6,2.8,2.8,4.4,5.89,3.8,1.2,4.2,3.0,7.430000000000005
53.0,1.0,6.0,30.0,40.0,2.0,1.0,1.0,6.83,6.0,6.0,5.83,6.0,6.0,4.4,1.0,4.0,5.0,6.0,0.4,0.0,7.0,5.0,7.430000000000005
49.0,2.0,23.0,33.0,40.0,1.0,1.0,1.0,6.58,6.33,7.0,7.0,6.5,6.0,4.6,3.0,2.8,4.4,6.0,3.0,1.2,6.6,5.0,7.430000000000005
36.0,2.0,7.0,16.0,40.0,1.0,1.0,1.0,5.0,5.33,5.67,5.0,5.0,5.0,4.0,2.6,2.8,3.4,5.0,4.6,0.6,4.4,3.5,7.430000000000005
36.0,1.0,5.0,5.0,20.0,1.0,1.0,1.0,5.92,5.0,3.33,5.83,3.5,4.33,4.0,2.0,1.6,3.8,1.44,6.0,2.8,3.8,2.0,7.430000000000005
36.9,2.0,6.0,10.4,16.0,1.0,1.0,1.0,5.33,5.67,3.0,5.17,4.0,3.33,3.4,2.6,2.6,2.8,4.22,5.2,1.0,2.8,2.0,7.430000000000005
54.0,2.0,19.0,22.0,17.0,1.0,1.0,1.0,6.0,4.0,3.33,5.67,6.0,4.0,4.2,3.2,3.4,3.0,3.67,3.0,2.6,2.6,3.25,7.430000000000005
48.0,2.0,9.0,9.0,20.0,1.0,1.0,1.0,6.58,7.0,7.0,7.0,6.5,6.33,4.6,2.8,3.0,4.4,6.0,3.4,1.2,6.4,3.0,7.430000000000005
32.0,2.0,4.0,6.0,35.6,1.0,1.0,1.0,6.5,5.67,2.67,5.5,6.0,4.33,3.2,2.8,3.2,3.2,4.33,4.4,2.0,3.6,2.75,7.430000000000005
47.0,2.0,3.4,3.4,20.0,1.0,1.0,1.0,7.0,7.0,7.0,6.67,7.0,6.33,4.8,4.0,4.0,4.8,5.78,0.8,0.2,6.2,3.25,7.430000000000005
51.0,1.0,2.0,25.0,40.0,1.0,1.0,1.0,6.83,6.67,6.0,6.83,7.0,6.33,4.8,3.4,3.4,4.0,5.89,1.0,1.0,6.8,5.0,4.939999999999999
56.0,5.0,17.0,4.0,50.0,1.0,1.0,1.0,6.5,5.67,4.33,4.83,6.5,4.33,3.8,3.0,3.6,3.2,5.11,2.6,0.2,4.4,2.75,4.939999999999999
40.0,2.0,19.0,20.0,20.0,2.0,1.0,1.0,7.0,5.33,5.67,7.0,4.0,7.0,3.6,1.6,4.2,3.2,4.67,1.6,0.0,5.0,5.0,4.939999999999999
31.0,2.0,6.0,8.0,40.0,1.0,1.0,1.0,7.0,6.0,4.67,6.17,6.5,6.0,4.0,2.8,2.6,3.2,4.89,2.4,0.2,5.4,3.75,4.939999999999999
65.0,1.0,20.0,30.0,40.0,1.0,1.0,1.0,6.83,5.0,1.67,6.67,7.0,5.67,4.2,2.2,3.0,4.8,5.89,1.0,1.8,6.8,4.75,4.939999999999999
68.0,1.0,15.0,49.0,20.0,1.0,1.0,1.0,5.5,2.67,3.0,4.67,6.5,6.0,4.2,3.6,3.8,4.2,5.56,0.4,0.2,5.4,3.5,4.939999999999999
33.0,2.0,0.4,12.0,20.0,1.0,1.0,1.0,7.0,6.67,5.33,5.67,6.0,6.0,4.2,2.8,3.6,3.8,5.11,4.8,1.6,4.0,3.75,4.939999999999999
38.6,0.0,1.0,15.0,40.0,2.0,1.0,1.0,6.17,5.67,5.0,5.5,5.0,5.33,4.0,3.4,3.4,3.8,4.67,4.0,0.4,4.2,3.5,4.939999999999999
40.0,2.0,0.8,20.0,40.0,1.0,1.0,1.0,7.0,6.33,3.0,6.17,6.0,5.67,3.6,2.6,2.6,3.6,5.0,2.0,4.2,5.8,4.0,4.939999999999999
39.0,2.0,17.0,17.0,40.0,1.0,1.0,2.0,6.92,4.67,4.33,7.0,6.5,5.67,4.0,3.0,3.6,3.2,4.56,4.4,1.6,6.0,3.5,4.939999999999999
44.0,1.0,18.0,23.0,40.0,1.0,1.0,1.0,7.0,6.67,5.0,7.0,7.0,5.33,4.8,4.2,4.8,5.0,5.89,4.6,3.0,6.2,4.0,4.939999999999999
24.0,6.0,2.0,5.0,40.0,2.0,1.0,1.0,5.08,5.67,6.0,5.17,6.0,5.33,4.0,2.2,3.4,3.6,5.56,4.0,0.2,4.6,3.25,4.939999999999999
39.0,1.0,2.0,19.0,32.0,1.0,1.0,1.0,6.58,6.67,4.67,4.83,6.0,5.33,3.6,3.6,2.8,2.8,5.22,1.2,0.2,5.0,3.0,4.939999999999999
32.0,3.0,14.0,15.0,40.0,1.0,1.0,2.0,6.58,5.67,2.0,6.0,7.0,3.0,4.0,2.6,2.8,3.6,4.22,4.4,1.4,5.2,2.25,4.939999999999999
53.0,2.0,6.0,15.0,40.0,1.0,1.0,1.0,7.0,6.67,5.0,6.17,7.0,6.0,4.75,3.0,1.8,4.2,5.25,0.8,0.4,4.2,3.25,4.939999999999999
31.0,1.0,1.5,1.8,40.0,1.0,1.0,1.0,6.75,5.67,3.67,5.67,7.0,4.33,4.4,2.0,2.8,2.8,3.89,3.2,1.8,6.2,4.5,4.939999999999999
51.0,2.0,16.0,22.0,40.0,1.0,1.0,1.0,7.0,7.0,6.0,6.5,7.0,5.67,4.2,2.8,3.4,3.25,5.0,3.2,3.8,5.2,2.5,4.939999999999999
44.0,2.0,15.0,15.0,40.0,1.0,1.0,1.0,6.5,4.0,4.0,4.0,3.5,4.0,3.2,3.0,2.0,2.2,3.67,1.8,3.0,3.8,1.75,4.939999999999999
28.0,5.0,1.0,9.0,40.0,1.0,1.0,1.0,6.83,6.0,5.33,6.5,3.5,5.33,3.8,3.4,3.2,3.8,4.89,5.0,0.0,3.6,3.0,4.939999999999999
40.0,2.0,17.0,19.0,40.0,1.0,1.0,2.0,6.08,6.0,5.33,6.33,4.5,6.33,4.6,3.4,3.8,3.2,5.11,1.8,0.6,5.6,3.75,4.939999999999999
34.0,2.0,15.0,15.0,40.0,1.0,1.0,1.0,6.67,6.33,4.33,5.0,7.0,5.67,4.0,3.0,3.2,3.0,4.11,4.2,0.8,6.4,3.0,4.939999999999999
41.0,2.0,14.0,20.0,40.0,1.0,1.0,1.0,6.08,5.67,4.0,6.0,6.0,5.33,4.0,2.8,2.6,2.8,4.56,4.2,1.0,5.4,2.75,4.939999999999999
45.0,1.0,1.0,3.0,32.0,1.0,1.0,1.0,6.67,7.0,6.67,6.33,7.0,6.67,5.0,3.2,3.6,3.6,6.0,1.0,0.4,5.8,4.0,4.939999999999999
47.0,1.0,1.0,15.0,40.0,1.0,1.0,1.0,7.0,5.33,4.67,4.5,4.5,2.33,3.6,2.75,3.2,3.4,3.89,4.4,1.8,4.2,3.0,4.939999999999999
36.0,2.0,7.0,9.0,40.0,1.0,1.0,1.0,6.17,5.67,4.67,6.0,6.0,4.33,4.2,3.0,2.6,2.8,5.11,5.0,0.6,5.2,4.0,4.939999999999999
40.0,2.0,13.0,13.0,40.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.2,3.4,3.4,4.6,3.33,4.8,1.0,2.8,1.25,4.939999999999999
34.0,1.0,4.0,17.0,32.0,2.0,1.0,2.0,6.75,6.0,5.67,5.0,7.0,6.0,3.6,3.0,2.8,2.6,3.0,5.4,1.4,4.4,2.5,4.939999999999999
35.0,2.0,1.0,9.0,40.0,2.0,1.0,1.0,5.83,6.0,6.33,6.17,3.5,6.0,4.4,2.0,4.4,4.2,6.0,1.0,0.0,5.4,4.25,4.939999999999999
20.0,5.0,0.08,3.0,20.0,1.0,1.0,1.0,6.5,4.67,5.33,6.17,4.0,4.67,4.6,4.2,2.2,2.4,4.11,4.0,3.4,5.8,3.75,4.939999999999999
31.0,1.0,7.0,9.0,40.0,2.0,1.0,1.0,6.75,6.0,5.33,6.33,6.0,5.67,4.6,2.8,3.4,4.2,5.67,2.4,0.0,6.2,4.0,4.939999999999999
43.0,2.0,4.0,24.0,40.0,1.0,1.0,1.0,7.0,7.0,6.0,7.0,7.0,6.0,4.4,3.8,3.8,4.8,5.44,2.6,0.6,2.8,5.0,4.939999999999999
63.0,1.0,2.0,8.0,20.0,1.0,2.0,2.0,7.0,5.0,4.0,6.0,6.0,6.0,4.4,2.6,3.2,4.0,5.78,1.2,0.2,6.6,4.0,4.939999999999999
41.0,2.0,15.0,18.6,40.0,1.0,1.0,1.0,6.75,7.0,4.33,6.33,7.0,7.0,3.4,3.2,2.8,2.4,5.22,2.6,0.0,5.4,4.0,4.939999999999999
41.0,2.0,2.0,21.0,34.0,1.0,1.0,1.0,7.0,6.67,2.0,6.17,7.0,4.67,4.2,3.0,2.0,2.4,4.22,4.2,1.6,6.0,4.0,4.939999999999999
66.0,2.0,22.0,27.0,40.0,1.0,1.0,1.0,6.5,5.67,5.33,5.67,6.5,6.33,4.6,3.6,3.6,4.6,4.78,2.4,2.0,6.2,4.25,4.939999999999999
36.0,2.0,10.0,10.0,40.0,2.0,1.0,1.0,6.92,7.0,5.67,6.17,6.5,5.67,4.6,3.0,4.4,4.8,5.78,4.8,1.2,5.8,4.0,4.939999999999999
35.0,2.0,16.0,16.0,40.0,1.0,1.0,1.0,7.0,6.67,5.67,6.17,7.0,4.67,4.2,2.4,3.6,3.0,4.0,4.2,1.0,6.6,3.5,4.939999999999999
45.0,1.0,17.0,24.0,8.0,1.0,1.0,1.0,7.0,7.0,4.67,7.0,3.0,7.0,4.8,4.0,3.4,4.25,5.78,4.2,0.2,2.0,1.0,4.939999999999999
43.0,2.0,1.0,20.0,40.0,1.0,1.0,1.0,6.83,5.33,4.0,4.5,7.0,4.0,3.8,3.0,2.2,3.2,5.33,3.8,0.4,4.6,2.0,4.939999999999999
41.0,2.0,20.0,20.0,20.0,1.0,1.0,2.0,6.58,4.0,4.67,6.67,7.0,6.0,3.6,2.8,3.6,2.6,5.22,3.0,0.0,5.0,4.0,4.939999999999999
37.0,2.0,8.0,8.0,20.0,1.0,1.0,1.0,7.0,6.67,5.33,6.33,6.0,5.33,3.8,3.0,3.4,3.0,5.0,0.6,0.2,5.0,4.5,4.939999999999999
41.0,2.0,17.0,20.0,40.0,1.0,1.0,1.0,6.17,4.67,4.33,5.67,5.5,6.0,4.4,3.2,2.8,3.2,4.44,3.4,1.2,5.0,3.0,4.939999999999999
40.0,2.0,18.0,18.0,20.0,1.0,1.0,1.0,6.58,5.67,5.67,6.0,6.0,5.0,3.2,3.0,3.2,2.8,4.33,4.6,2.8,6.0,4.0,4.939999999999999
57.0,5.0,18.0,32.0,40.0,1.0,1.0,1.0,6.42,6.0,5.0,5.67,6.0,5.0,4.0,3.0,3.4,3.2,5.67,3.2,0.2,4.2,3.25,4.939999999999999
26.0,2.0,2.0,3.0,40.0,1.0,1.0,1.0,5.1,4.67,4.33,4.67,4.0,4.67,4.0,3.6,3.8,3.8,5.56,1.6,2.6,6.2,3.5,4.939999999999999
33.0,3.0,15.0,15.0,40.0,1.0,1.0,1.0,7.0,6.33,3.33,6.5,7.0,2.67,3.6,2.5,2.6,3.4,4.78,4.6,2.0,5.4,3.5,4.939999999999999
68.0,1.0,17.0,40.0,4.0,1.0,1.0,1.0,5.73,3.0,3.67,5.5,6.0,6.0,4.4,4.4,4.0,4.4,4.78,4.8,5.4,6.4,4.25,4.939999999999999
34.0,2.0,1.0,10.0,8.0,1.0,1.0,1.0,6.33,6.33,5.33,5.33,5.0,5.33,4.6,2.4,3.5,3.6,5.44,0.5,0.6,5.6,4.0,4.939999999999999
52.0,1.0,3.0,26.0,40.0,1.0,1.0,1.0,6.42,6.67,6.67,6.0,6.5,6.0,4.6,3.6,3.75,4.4,6.0,1.5,0.2,6.8,4.75,4.939999999999999
44.0,2.0,5.0,25.0,40.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,4.4,3.8,3.6,4.2,5.89,1.6,0.0,5.4,4.0,4.939999999999999
29.0,5.0,2.0,9.0,40.0,1.0,1.0,1.0,6.0,5.67,5.33,6.0,6.0,5.33,3.6,3.25,3.8,3.8,5.44,1.0,1.0,4.4,5.0,4.939999999999999
34.0,2.0,2.0,9.0,40.0,1.0,2.0,2.0,7.0,6.33,5.67,7.0,7.0,5.33,4.0,2.8,3.6,3.4,5.0,1.2,0.2,6.2,3.0,4.939999999999999
45.0,2.0,16.0,16.0,20.0,1.0,1.0,1.0,7.0,6.33,6.33,6.17,6.5,6.0,3.6,3.6,3.0,2.6,4.44,2.4,0.2,5.75,3.25,4.939999999999999
60.0,2.0,20.0,42.0,20.0,1.0,1.0,2.0,6.17,5.67,6.0,6.0,6.0,6.0,4.8,4.0,3.8,3.8,6.0,3.0,1.4,6.0,5.0,4.939999999999999
63.0,3.0,18.0,42.0,40.0,1.0,1.0,1.0,6.92,6.67,3.67,7.0,3.5,6.67,4.8,3.8,3.4,4.4,6.0,0.2,0.0,7.0,5.0,4.939999999999999
42.0,2.0,15.0,18.0,20.0,1.0,1.0,1.0,7.0,6.67,5.0,6.5,7.0,6.0,4.4,2.8,4.2,3.4,5.0,2.8,0.4,5.2,4.0,4.939999999999999
32.0,1.0,8.0,9.0,20.0,2.0,1.0,1.0,6.75,6.0,6.0,6.5,6.0,6.0,4.4,3.4,3.4,3.8,5.89,2.8,0.2,6.2,4.25,4.939999999999999
25.0,6.0,3.0,6.0,20.0,2.0,1.0,1.0,6.42,6.0,6.67,5.5,3.5,5.33,3.8,3.0,3.4,3.2,5.44,5.0,1.6,4.6,2.0,4.939999999999999
46.0,1.0,3.0,4.0,40.0,1.0,1.0,1.0,6.92,6.33,5.67,6.33,6.0,6.0,4.2,1.6,3.4,3.8,5.13,1.0,1.4,6.0,4.0,4.939999999999999
41.0,1.0,3.0,20.0,40.0,1.0,1.0,1.0,6.89,6.33,4.67,5.83,6.0,6.0,4.4,3.6,2.8,2.8,5.22,0.2,0.4,4.8,3.25,4.939999999999999
38.0,2.0,1.0,4.0,40.0,1.0,1.0,2.0,6.75,7.0,5.0,6.17,6.0,4.33,4.2,1.4,1.8,2.2,4.33,5.2,0.0,5.6,3.0,4.939999999999999
64.0,1.0,3.0,10.0,40.0,1.0,2.0,2.0,7.0,5.33,5.67,7.0,7.0,6.0,5.0,2.75,2.75,3.4,5.88,1.4,2.4,6.4,4.0,4.939999999999999
31.0,2.0,6.0,8.0,13.0,2.0,1.0,2.0,6.25,5.67,5.33,5.83,6.0,5.0,3.6,2.4,3.4,3.8,4.33,5.4,0.8,5.4,2.25,4.939999999999999
38.0,2.0,2.0,16.0,27.0,2.0,1.0,1.0,6.25,6.0,6.33,5.67,5.0,5.67,4.75,3.4,3.4,4.4,4.78,3.0,1.0,5.6,4.0,4.939999999999999
21.0,5.0,2.0,4.0,40.0,2.0,1.0,1.0,6.58,4.67,6.67,5.67,5.5,6.0,4.2,3.6,4.0,3.8,5.22,3.8,1.0,5.6,3.75,4.939999999999999
36.0,2.0,3.0,9.0,40.0,2.0,1.0,1.0,6.83,6.67,6.0,6.6,7.0,6.33,4.0,3.8,3.0,3.2,5.89,2.2,2.5,6.0,4.25,4.939999999999999
52.0,2.0,17.0,23.0,40.0,1.0,1.0,1.0,7.0,7.0,5.0,6.33,6.0,6.67,4.2,4.2,4.2,4.0,5.44,2.0,1.4,6.0,4.0,4.939999999999999
29.0,3.0,1.0,5.0,40.0,1.0,1.0,1.0,6.0,4.67,3.0,5.17,5.5,4.33,4.0,3.0,2.6,3.0,4.33,4.8,3.4,3.0,3.5,5.139999999999994
45.0,1.0,1.0,15.0,20.0,1.0,1.0,1.0,5.42,4.0,2.33,5.17,4.0,5.0,4.2,3.0,2.0,2.4,4.56,5.8,1.2,5.8,3.0,5.139999999999994
30.0,3.0,3.0,6.0,40.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,7.0,6.0,3.4,4.2,3.8,3.0,5.0,5.2,3.4,4.6,4.0,5.139999999999994
36.0,2.0,0.1,14.0,20.0,1.0,1.0,1.0,7.0,6.0,5.33,6.17,6.0,6.0,3.4,2.0,3.0,3.4,5.0,4.2,1.2,6.0,4.5,5.139999999999994
48.0,2.0,25.0,28.0,20.0,1.0,1.0,1.0,6.83,7.0,6.33,6.5,6.5,7.0,3.8,2.75,3.6,2.6,5.67,1.6,0.0,6.6,3.5,5.139999999999994
37.0,2.0,2.0,11.0,40.0,1.0,1.0,2.0,7.0,6.0,1.0,6.17,5.5,3.0,4.0,3.8,2.8,3.4,4.89,5.4,5.75,4.8,2.0,5.139999999999994
55.0,2.0,3.0,12.0,20.0,1.0,1.0,1.0,5.67,6.0,4.67,4.33,6.0,4.67,3.6,2.8,3.4,3.4,5.67,2.8,2.0,4.6,3.25,5.139999999999994
53.0,2.0,25.0,27.0,40.0,2.0,1.0,1.0,6.0,4.0,5.33,4.0,4.0,5.0,5.0,1.8,1.0,3.6,3.44,3.0,1.2,5.4,4.5,5.139999999999994
39.0,1.0,4.0,19.0,40.0,1.0,1.0,2.0,5.75,4.33,3.33,5.17,5.0,5.0,4.2,2.0,3.0,3.6,3.67,1.8,2.6,3.0,2.0,5.139999999999994
27.0,1.0,3.7,5.0,20.0,1.0,1.0,1.0,6.5,6.67,5.67,6.17,3.5,6.0,4.0,2.6,3.4,3.6,5.56,0.4,0.4,6.0,4.5,5.139999999999994
54.0,1.0,15.0,16.0,20.0,1.0,1.0,1.0,6.67,6.67,6.0,5.83,6.0,5.67,3.6,2.8,2.6,2.4,5.0,4.0,1.8,5.8,3.75,5.139999999999994
42.0,2.0,3.0,17.0,40.0,1.0,1.0,2.0,5.92,6.33,1.0,5.67,6.5,4.33,4.6,4.4,2.6,4.0,4.88,3.0,1.0,4.4,1.25,5.139999999999994
48.0,2.0,13.0,20.0,40.0,2.0,1.0,1.0,6.5,6.33,4.67,6.0,6.0,6.0,4.2,2.8,3.4,4.0,5.11,1.8,0.6,5.0,3.75,5.139999999999994
55.0,1.0,2.0,20.8,40.0,1.0,1.0,1.0,7.0,6.67,6.33,6.0,7.0,6.0,4.8,1.5,3.4,3.4,5.11,5.2,1.0,3.0,3.75,5.139999999999994
38.0,2.0,3.0,6.0,40.0,2.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,5.0,4.4,3.4,4.2,4.4,5.67,1.8,0.8,5.2,4.75,5.139999999999994
43.0,2.0,5.3,7.0,40.0,1.0,1.0,2.0,7.0,7.0,4.33,6.0,4.0,5.67,3.4,1.8,1.8,2.8,4.44,4.6,0.2,4.4,3.0,5.139999999999994
25.0,2.0,1.0,3.0,40.0,1.0,1.0,1.0,7.0,6.33,4.67,7.0,7.0,6.0,4.8,3.0,4.0,4.2,5.44,2.8,1.2,6.6,4.25,5.139999999999994
