municipio,numero_escolas_trabalha,tipo_escola,niveis_escola,idade,sexo,formacao,area_ed_inf,area_ef_finais,area_ef_iniciais,area_ens_medio,area_ens_tec,contrato,tempo_escola,tempo_profissao,hrs_semanais,numero_professores,supervisiona,licenca_2semanas,licenca_ano,quantotempo,scv,saude,exaustao
Ibirubá,1,1,1,41,2,1,1,0,0,0,0,1,9,,,15,2,1,1,,6,4,3
Erechim,1,1,1,41,2,2,1,0,1,0,0,1,8,9,40,96,1,1,1,,6,4,"3,2"
Passo Fundo,1,1,1,41,2,2,1,0,0,0,0,1,4,13,30,8,2,1,1,,6,4,"3,75"
Erechim,1,1,1,41,2,3,1,0,0,0,0,1,"0,66",11,20,4,1,1,1,,6,4,"3,8"
Erechim,1,1,5,41,2,2,0,1,1,0,0,1,2,21,34,51,1,1,1,,6,4,"4,2"
Passo Fundo,2,1,2,41,1,2,0,1,1,0,0,1,14,16,20,17,1,1,1,,6,4,"4,25"
Estação,1,1,1,41,2,6,1,0,0,0,0,1,23,23,40,12,1,1,1,,6,4,"4,4"
Getúlio Vargas,2,1,,41,2,2,1,0,1,0,0,1,16,16,40,45,2,1,1,,6,4,"4,6"
Passo Fundo,1,3,3,41,1,2,0,0,0,1,0,1,17,17,4,,2,1,1,,5,4,"1,2"
Passo Fundo,2,1,1,41,2,2,1,0,0,0,0,1,9,9,"4,5",13,1,1,2,15,5,4,"2,2"
Ibirubá,1,1,2,41,2,2,0,0,1,0,0,1,10,10,22,24,,1,1,,5,4,"2,8"
Espumoso,2,1,2,41,2,2,0,1,1,0,0,1,17,18,40,50,1,1,1,,5,4,3
Erechim,2,1,5,41,2,2,0,0,1,0,0,1,20,20,20,51,1,1,2,15,5,4,3
Marau,1,1,2,41,2,2,0,0,1,0,0,1,13,18,40,50,1,1,1,,5,4,"3,6"
Tapejara,2,1,2,41,2,2,0,0,1,0,0,1,2,15,40,13,1,1,2,5,5,4,"4,6"
Erechim,1,1,1,41,2,2,1,0,0,0,0,1,6,9,40,25,1,2,1,,5,4,"5,2"
Passo Fundo,1,1,1,41,2,1,1,0,0,0,0,1,3,10,30,10,1,1,1,,2,4,3
Passo Fundo,1,3,5,41,2,1,0,1,1,0,0,1,8,19,13,97,1,1,1,,7,3,"0,6"
Erechim,1,1,5,41,2,1,0,0,1,0,0,1,3,20,40,51,1,1,1,,6,3,"0,2"
Ibirubá,1,2,4,41,2,2,0,1,1,0,0,1,9,19,,33,2,1,1,,6,3,"1,6"
Taquaruçu do Sul,2,1,1,41,2,2,0,1,1,0,0,1,10,14,40,19,1,1,2,60,6,3,2
Ibirubá,1,2,2,41,2,2,0,1,0,0,0,1,14,20,40,23,2,1,2,180,6,3,"3,8"
Marau,2,1,2,41,2,2,0,0,1,0,0,1,4,18,40,50,1,1,2,10,6,3,"3,8"
Erechim,1,1,1,41,2,1,0,1,0,0,0,1,4,,20,96,1,1,1,,6,3,"4,8"
Passo Fundo,1,3,5,41,2,6,0,0,1,0,0,1,1,9,22,60,1,1,2,2,5,3,"1,4"
Passo Fundo,2,3,2,41,2,2,1,0,1,0,0,1,1,26,55,28,1,2,2,150,5,3,"2,8"
Erechim,2,1,5,41,2,2,0,0,1,0,0,1,17,20,40,50,1,1,1,,5,3,"3,4"
Erechim,1,1,1,41,2,6,1,0,0,0,0,1,4,6,40,23,2,1,1,,5,3,"4,8"
Passo Fundo,1,1,2,41,2,2,0,0,1,0,0,,13,20,20,,1,1,1,,4,3,"2,2"
Ibirubá,1,2,2,41,2,1,1,0,1,0,0,2,1,7,40,23,1,1,1,,4,3,"4,8"
Erechim,1,4,4,41,2,2,1,0,0,0,0,1,3,21,40,40,1,1,1,,4,3,"5,2"
Ibirubá,1,1,1,41,2,2,1,0,0,0,0,1,3,20,40,7,2,1,1,,3,3,1
Marau,1,1,2,41,2,2,0,1,0,0,0,2,"0,25",2,20,50,1,1,1,,3,3,3
Getúlio Vargas,2,1,1,41,2,2,1,0,1,0,0,1,5,16,42,25,1,1,1,,7,2,"3,2"
Marau,1,1,1,41,2,1,1,0,0,0,0,1,5,6,16,20,2,1,1,,6,2,"3,2"
Tapejara,1,1,1,41,2,1,1,0,0,0,0,1,2,15,30,18,1,1,1,,6,2,"3,4"
Tio Hugo,1,1,2,41,2,2,1,0,0,0,0,1,14,14,20,12,2,1,1,,5,2,5
Ibirubá,1,1,2,41,2,2,1,0,0,0,0,1,10,,44,50,,1,2,,4,2,"3,2"
Passo Fundo,1,1,1,41,2,2,1,0,0,0,0,1,12,15,40,21,2,1,1,,2,2,4
Passo Fundo,1,1,1,41,2,2,1,0,0,0,0,1,7,11,40,21,2,2,1,,2,1,"3,4"
Espumoso,1,1,2,42,2,2,0,0,1,0,0,1,18,22,40,20,2,1,2,,7,5,0
Passo Fundo,1,3,4,42,2,2,1,0,0,0,0,1,8,12,22,60,1,1,1,,7,5,"1,4"
Espumoso,1,1,1,42,2,2,1,0,0,0,0,1,2,19,20,18,1,1,2,2,7,5,"2,8"
Passo Fundo,1,3,5,42,1,6,0,1,0,1,0,1,3,17,40,97,1,1,1,,7,5,3
Marau,1,1,1,42,2,2,1,0,0,0,0,2,"0,66",3,4,20,1,1,1,,6,5,"0,2"
Getúlio Vargas,2,1,2,42,2,2,0,0,1,0,0,1,16,23,40,,1,1,1,,6,5,"4,8"
Sananduva,1,2,,42,1,1,0,0,0,1,0,2,20,20,40,48,1,1,1,,4,5,"1,6"
Espumoso,1,1,2,42,1,1,0,0,1,0,0,2,2,3,"6,5",19,1,1,1,,3,5,"3,4"
Erechim,1,1,1,42,2,2,0,1,0,0,0,1,5,13,,96,1,1,1,,3,5,"4,6"
Ibirubá,2,1,2,42,2,2,1,0,1,0,0,1,10,18,33,48,1,1,1,,2,5,"5,6"
Ibirubá,1,1,2,42,2,2,1,1,1,0,0,2,2,20,,,2,1,1,,7,4,"0,4"
Espumoso,1,1,1,42,2,6,1,0,0,0,0,1,1,13,40,13,2,1,2,4,7,4,"0,4"
Passo Fundo,1,1,2,42,2,2,0,0,1,0,0,1,15,15,40,15,2,1,1,,7,4,"0,8"
Erechim,1,1,1,42,2,2,1,0,0,0,0,1,14,20,40,34,2,1,1,,7,4,4
Ibirubá,1,1,2,42,1,7,0,1,0,0,0,1,12,18,60,60,1,1,1,,6,4,"0,2"
Erechim,1,1,2,42,2,2,0,1,1,0,0,3,24,25,40,52,2,1,1,,6,4,"0,8"
Erechim,1,1,1,42,2,7,1,0,0,0,0,1,2,3,20,30,1,1,1,,6,4,"1,4"
Selbach,2,1,5,42,2,2,1,0,1,0,0,1,2,14,22,15,1,1,1,,6,4,"1,6"
Passo Fundo,1,3,5,42,2,2,0,1,0,0,0,1,13,21,22,60,2,1,1,,6,4,"2,6"
Tapejara,2,1,2,42,2,2,0,1,0,1,0,1,13,19,20,16,1,1,2,60,6,4,"2,6"
Ibirubá,2,1,1,42,2,1,1,0,0,0,0,1,5,5,8,12,1,1,2,90,6,4,"3,25"
Passo Fundo,1,1,2,42,2,2,0,1,0,0,0,1,4,15,30,18,1,1,1,,6,4,"3,8"
Espumoso,2,1,2,42,2,2,0,0,1,0,0,1,5,15,40,50,1,1,1,,6,4,"4,8"
Getúlio Vargas,2,1,1,42,2,2,1,0,1,0,0,1,6,15,40,16,1,1,1,,5,4,"1,6"
Passo Fundo,2,1,2,42,2,2,0,1,0,1,0,1,14,20,25,18,1,1,2,17,5,4,"2,2"
Passo Fundo,1,3,3,42,1,3,,,,,,2,12,12,8,,2,1,1,,5,4,"2,4"
Passo Fundo,1,1,2,42,2,1,0,0,1,0,0,1,3,17,16,15,1,1,1,,5,4,"2,6"
Erechim,2,1,5,42,2,2,1,0,0,0,0,1,15,18,20,51,1,1,1,,5,4,"2,8"
Selbach,1,,,42,2,2,1,0,1,0,0,1,6,22,40,4,2,1,2,,5,4,"3,6"
Passo Fundo,1,3,2,42,2,2,0,0,1,0,0,1,6,,,,1,1,1,,5,4,"3,8"
Passo Fundo,1,1,1,42,2,2,1,0,0,0,0,1,6,10,30,8,1,1,1,,5,4,"4,8"
Passo Fundo,2,1,2,42,2,3,0,1,1,0,0,1,10,22,40,30,1,1,2,2,5,4,6
Ibirubá,2,1,5,42,2,2,0,1,1,0,0,1,15,15,22,15,1,1,2,1,4,4,"2,2"
Passo Fundo,1,3,3,42,2,3,0,0,0,1,1,2,17,20,4,,1,1,1,,4,4,4
Marau,2,1,2,42,2,2,0,0,1,0,0,2,"0,66",16,40,44,2,1,1,,3,4,"2,75"
Espumoso,2,1,2,42,2,2,0,1,1,0,0,1,14,20,40,50,1,1,1,,2,4,5
Ibirubá,1,1,2,42,2,2,1,1,1,0,0,1,16,24,40,24,2,1,1,,7,3,"1,8"
Ibirubá,1,2,2,42,2,1,0,1,0,0,0,2,2,18,39,23,1,1,1,,7,3,"4,4"
Estação,1,1,2,42,2,6,0,1,0,0,0,1,7,13,30,,1,2,1,,6,3,"1,2"
Ibirubá,1,2,2,42,2,1,0,1,0,1,0,1,10,15,60,19,2,1,2,5,6,3,"1,6"
Marau,2,1,2,42,2,3,0,1,0,0,0,1,1,19,20,21,1,1,1,,6,3,2
Tapejara,1,1,2,42,2,2,0,1,0,0,0,1,2,14,12,,1,1,1,,6,3,4
Estação,1,1,2,42,2,2,1,0,0,0,0,1,7,22,22,,1,1,2,12,6,3,"5,2"
Passo Fundo,2,1,2,42,2,2,0,1,1,0,0,1,1,16,16,17,1,1,1,,5,3,2
Estação,2,1,1,42,2,2,1,0,0,0,0,1,4,,20,22,1,1,1,,5,3,2
Espumoso,2,1,2,42,2,1,0,1,1,1,0,1,8,18,18,40,1,1,1,,5,3,"3,6"
Erechim,1,4,4,42,2,1,0,0,0,0,0,1,16,23,40,30,1,2,2,3,5,3,"4,8"
Erechim,1,1,6,42,1,3,,,,,,1,15,25,20,29,2,1,1,,4,3,"2,6"
Passo Fundo,1,1,1,42,2,2,0,1,0,0,0,1,5,18,20,21,1,1,1,,4,3,"3,8"
Passo Fundo,1,1,1,42,2,1,1,0,0,0,0,1,4,4,"8,8",13,1,2,2,1,4,3,"4,2"
Sananduva,1,1,5,42,2,2,0,0,1,0,0,1,5,10,25,25,1,1,1,,4,3,"4,6"
Erechim,1,1,1,42,2,1,0,0,1,0,0,1,2,19,20,96,1,1,1,,1,3,6
Tapejara,1,1,2,42,2,2,1,0,1,0,0,1,7,7,40,48,1,1,1,,6,2,"3,4"
Taquaruçu do Sul,1,1,1,42,2,2,1,0,0,0,0,1,8,15,,15,1,1,1,,6,2,"4,2"
Marau,1,1,2,42,2,3,0,0,1,0,0,1,2,19,40,44,1,1,1,,5,2,"2,8"
Erechim,1,1,1,42,2,2,0,1,1,0,0,1,3,15,40,,1,1,1,,5,2,3
Erechim,2,1,1,42,2,2,0,0,1,0,0,4,,12,20,100,1,1,1,,3,2,"4,2"
Passo Fundo,1,1,1,42,2,2,1,0,0,0,0,1,3,5,50,31,1,2,,,2,2,"4,666666667"
Passo Fundo,1,1,1,42,2,2,1,0,0,0,0,1,10,15,"7,5",11,1,1,1,,2,2,"4,8"
Chapada,2,1,2,42,2,1,0,0,1,0,0,1,2,18,20,36,1,1,3,,5,1,5
Marau,1,1,2,42,2,2,0,0,1,0,0,1,6,22,40,35,1,1,2,20,7,,5
Marau,2,1,2,43,2,7,0,1,1,0,0,1,14,21,6,50,1,1,1,,7,5,"0,6"
Tapera,1,1,1,43,2,2,0,0,1,0,0,1,"0,66",24,20,,1,1,1,,7,5,"1,2"
Espumoso,1,1,2,43,2,2,0,1,1,0,0,1,1,19,,50,2,1,1,,7,5,"1,6"
Tapejara,1,1,1,43,2,1,1,0,0,0,0,1,12,12,6,12,1,1,1,,7,5,"2,2"
Espumoso,1,1,1,43,2,2,1,0,0,0,0,1,2,21,20,22,1,1,2,60,7,5,"4,4"
Erechim,1,1,2,43,2,2,1,0,0,0,0,3,"0,25",,20,,1,1,1,,6,5,0
Erechim,2,1,1,43,2,2,1,0,0,0,0,1,2,2,40,20,1,1,1,,6,5,"0,6"
Sananduva,1,1,5,43,2,2,0,0,1,0,0,1,3,21,20,25,1,1,2,90,6,5,"2,2"
Passo Fundo,2,1,2,43,2,2,0,1,1,0,0,1,6,8,8,34,1,1,1,,6,5,"3,4"
Erechim,1,1,1,43,2,2,1,0,0,0,0,1,6,12,40,23,2,1,1,,5,5,"0,8"
Espumoso,1,1,1,43,2,6,1,0,1,0,0,1,5,10,40,18,2,1,1,,7,4,1
Passo Fundo,1,3,5,43,2,2,1,0,0,0,0,1,7,19,25,60,1,1,2,15,7,4,"1,2"
Marau,1,1,1,43,2,2,1,0,0,0,0,1,3,9,20,22,1,1,1,,7,4,"1,2"
Tapejara,1,1,1,43,2,1,1,0,0,0,0,2,1,,30,14,1,1,1,,7,4,"1,2"
Ibiaçá,1,1,1,43,2,2,1,0,0,0,0,1,3,3,40,12,1,1,1,,7,4,"1,2"
Espumoso,1,1,1,43,2,5,1,0,1,0,0,2,1,3,20,14,1,1,1,,7,4,"1,4"
Ibiaçá,1,1,,43,2,2,0,1,0,1,0,1,12,16,20,27,1,1,1,,7,4,"2,6"
Ibirubá,1,2,4,43,2,2,1,0,1,1,0,1,18,24,40,33,2,1,1,,7,4,"3,2"
Erechim,1,1,1,43,2,1,0,0,1,0,0,1,5,3,20,,1,1,1,,6,4,"0,6"
Passo Fundo,1,3,5,43,2,1,1,0,0,0,0,1,,,25,,1,1,1,,6,4,"1,2"
Passo Fundo,1,3,5,43,1,3,0,0,0,1,0,2,14,23,23,97,1,1,1,,6,4,"1,2"
Erechim,1,1,2,43,2,2,0,1,1,0,0,1,,17,40,52,1,1,1,,6,4,"1,2"
Estação,1,1,2,43,2,2,1,0,1,0,0,1,18,22,44,15,1,1,1,,6,4,"1,2"
Erechim,2,1,1,43,2,3,0,1,0,0,0,1,6,11,20,96,1,1,1,,6,4,"1,4"
Sananduva,1,1,5,43,2,5,0,0,1,0,0,3,"1,5","1,5",30,25,1,1,1,,6,4,"1,4"
Erechim,1,1,6,43,2,2,1,1,1,1,1,1,15,29,20,40,1,1,1,,6,4,"1,4"
Passo Fundo,1,1,1,43,2,2,1,0,0,0,0,1,5,10,30,11,2,1,2,2,6,4,"1,4"
Chapada,1,1,2,43,2,2,0,0,1,0,0,1,12,21,20,36,1,1,1,,6,4,"1,4"
Passo Fundo,1,1,1,43,2,2,1,0,0,0,0,1,"1,5",18,30,16,1,1,1,,6,4,"1,6"
Erechim,2,1,2,43,2,2,1,0,1,0,0,1,12,25,20,60,1,1,1,,6,4,"2,2"
Passo Fundo,1,1,2,43,2,2,0,1,1,0,0,1,12,12,40,17,2,1,1,,6,4,"2,2"
Erechim,1,4,4,43,2,1,0,0,0,0,0,1,4,23,20,30,1,1,1,,6,4,3
Erechim,1,1,1,43,2,1,1,0,0,0,0,1,"3,5","3,5",40,17,1,1,1,,6,4,"3,8"
Marau,2,1,2,43,2,2,0,1,0,0,0,1,1,16,40,44,,1,1,,5,4,"0,6"
Erechim,1,1,2,43,2,2,1,1,1,0,0,1,13,22,40,60,2,1,1,,5,4,2
Taquaruçu do Sul,1,1,2,43,2,2,0,1,0,0,0,2,2,9,20,19,1,1,1,,5,4,"2,4"
Ibirubá,1,1,2,43,2,2,0,1,0,0,0,1,13,15,22,24,,1,1,,5,4,"2,8"
Sananduva,1,1,1,43,2,2,1,0,0,0,0,1,4,9,40,8,1,1,2,1,5,4,"2,8"
Tapejara,1,1,1,43,2,2,0,1,0,0,0,2,1,8,20,,1,1,1,,5,4,"2,8"
Passo Fundo,1,3,4,43,2,2,0,0,1,0,0,1,9,26,25,60,1,2,1,,5,4,"3,2"
Estação,1,2,2,43,2,2,0,0,1,0,0,1,19,21,22,10,1,1,1,,5,4,"3,6"
Erechim,1,4,4,43,2,2,1,0,0,0,0,1,1,24,20,40,1,1,1,,5,4,"3,8"
Passo Fundo,1,3,5,43,2,1,0,0,1,0,0,3,12,12,22,97,1,1,1,,3,4,"4,5"
Ibirubá,1,2,4,43,2,2,0,0,0,1,0,1,19,20,40,33,1,1,1,,1,4,"5,2"
Espumoso,1,1,1,43,2,2,1,0,0,0,0,1,6,19,40,20,1,1,2,,6,3,"2,4"
Erechim,1,1,2,43,2,2,0,0,1,0,0,1,15,19,40,60,1,1,1,,6,3,"3,4"
Passo Fundo,1,1,2,43,2,2,0,1,0,0,0,1,14,20,40,32,1,1,1,,6,3,"4,6"
Ibirubá,1,1,1,43,2,1,1,0,0,0,0,1,"0,58",22,22,36,1,1,1,,6,3,5
Passo Fundo,1,1,1,43,2,2,1,0,0,0,0,1,4,14,30,9,2,1,1,,6,3,5
Erechim,1,1,1,43,2,2,1,0,0,0,0,1,2,24,40,20,1,1,1,,5,3,"2,6"
Passo Fundo,1,1,1,43,2,2,1,0,0,0,0,1,7,26,30,21,1,1,2,3,5,3,"4,2"
Ibirubá,1,2,4,43,2,2,0,0,0,1,0,1,22,25,40,40,1,1,1,,4,3,"1,6"
Passo Fundo,1,1,2,43,2,2,0,1,1,0,0,1,7,9,40,20,1,1,1,,4,3,"1,8"
Passo Fundo,1,3,3,43,1,8,0,0,0,1,0,3,12,26,28,50,2,1,1,,4,3,4
Passo Fundo,1,3,4,43,2,2,0,0,1,0,0,1,16,16,23,,1,1,1,,4,3,"5,2"
Tapejara,2,1,2,43,2,2,0,1,1,0,0,1,21,22,44,55,2,1,1,,4,3,"5,8"
Getúlio Vargas,1,1,5,43,2,2,0,0,1,0,0,1,10,25,20,20,1,1,2,15,3,3,"5,6"
Passo Fundo,1,1,1,43,2,1,1,0,0,0,0,1,3,12,30,10,2,1,1,,6,2,"3,666666667"
Marau,2,1,2,43,2,3,0,1,0,0,0,1,1,18,40,35,1,1,1,,6,2,"4,6"
Getúlio Vargas,1,1,5,43,2,2,0,1,0,0,0,2,1,17,20,30,1,1,1,,5,2,"1,4"
Erechim,1,1,2,43,2,2,0,1,1,0,0,1,4,11,40,52,1,1,1,,5,2,"3,2"
Erechim,1,1,5,43,2,2,1,0,0,0,0,1,1,20,40,51,1,1,1,,5,2,"3,8"
Getúlio Vargas,2,1,1,43,2,8,1,0,0,0,0,1,4,24,20,25,1,1,2,,4,2,"5,2"
Marau,1,1,2,43,2,2,0,1,0,0,0,1,13,18,12,60,1,1,1,,3,2,3
Getúlio Vargas,2,1,1,43,2,8,1,0,0,0,0,1,6,24,20,,2,1,2,,4,1,"5,2"
Sananduva,1,2,,43,2,2,0,0,0,1,0,1,8,22,40,48,1,1,1,,2,1,"4,4"
Taquaruçu do Sul,1,1,1,44,2,2,1,0,0,0,0,3,2,7,20,15,1,1,1,,6,6,"1,2"
Marau,1,1,2,44,2,6,0,0,1,0,0,,8,18,40,50,1,1,1,,7,5,0
Ibirubá,1,2,2,44,2,2,1,0,1,0,0,1,3,24,40,23,1,1,1,,7,5,"1,6"
Tapejara,1,1,1,44,2,2,0,0,1,0,0,2,4,13,20,38,2,1,1,,7,5,3
Espumoso,2,1,1,44,2,2,1,0,1,0,0,1,1,10,20,,1,1,2,3,7,5,"3,4"
Chapada,1,1,2,44,2,2,0,1,1,0,0,1,14,18,40,,1,1,1,,6,5,"1,2"
Getúlio Vargas,2,1,5,44,2,2,0,0,1,0,0,1,23,24,40,22,1,1,1,,6,5,"3,2"
Erechim,1,1,1,44,2,2,1,0,0,0,0,1,14,18,40,70,1,1,1,,5,5,"2,6"
Espumoso,1,1,1,44,2,5,1,0,0,0,0,2,1,7,20,14,1,1,1,,5,5,"3,8"
Espumoso,2,1,2,44,2,1,1,1,1,0,0,1,19,22,,17,1,1,2,3,7,4,"0,6"
Espumoso,1,1,2,44,2,2,1,1,1,0,0,1,4,19,14,31,1,2,2,2,7,4,"1,4"
Passo Fundo,1,1,1,44,2,2,1,0,0,0,0,1,7,19,40,11,2,1,1,,7,4,"2,2"
Sananduva,1,2,2,44,1,2,0,1,1,0,0,1,19,32,40,13,2,1,1,,7,4,"2,4"
Erechim,1,1,5,44,2,2,1,0,0,0,0,1,5,25,40,51,1,1,1,,6,4,"1,6"
Ibirubá,3,1,2,44,1,1,0,1,1,0,0,1,1,18,22,,1,1,1,,6,4,"2,4"
Ibiaçá,1,1,2,44,2,2,0,0,1,0,0,1,15,22,20,,1,1,1,,6,4,"3,8"
Erechim,1,1,6,44,2,5,,,,,,1,15,20,20,29,2,,2,5,6,4,"3,8"
Passo Fundo,1,1,1,44,2,2,1,0,0,0,0,1,11,17,30,17,1,1,2,30,6,4,"4,4"
Tapejara,1,1,1,44,2,1,1,0,0,0,0,1,5,5,30,18,1,1,1,,6,4,"5,2"
Passo Fundo,1,3,3,44,1,2,1,1,1,1,0,1,11,13,30,97,1,1,1,,5,4,"1,25"
Passo Fundo,2,2,2,44,2,2,0,0,1,0,0,1,14,15,20,9,2,1,2,545,5,4,"1,8"
Tapejara,1,1,1,44,2,2,1,0,0,0,0,1,6,,20,38,1,1,2,,3,4,"3,4"
Tapera,2,1,1,44,2,2,0,1,1,0,0,1,20,22,22,30,2,1,1,,,4,2
Ibirubá,1,2,2,44,2,6,1,0,0,0,0,2,2,6,40,23,1,1,1,,7,3,"1,6"
Marau,1,1,2,44,2,3,0,0,1,0,0,1,2,23,8,35,2,1,2,3,6,3,"1,4"
Passo Fundo,1,1,1,44,2,2,1,0,0,0,0,1,3,20,30,6,2,1,1,,6,3,"1,6"
Marau,1,1,2,44,2,2,0,1,1,0,0,1,14,20,8,44,2,1,1,,6,3,"2,6"
Erechim,1,1,2,44,2,2,0,0,1,0,0,1,4,24,40,96,1,1,2,4,6,3,"2,8"
Passo Fundo,2,3,4,44,1,3,0,1,0,1,0,,5,20,17,,1,1,1,,6,3,3
Passo Fundo,1,1,2,44,1,3,0,1,1,0,0,1,11,,20,15,1,1,1,,6,3,"4,6"
Tapejara,1,1,2,44,2,2,0,0,1,0,0,1,18,18,20,55,1,1,1,,5,3,4
Estação,2,1,2,44,1,2,0,0,1,0,0,1,8,25,40,15,1,1,1,,5,3,"5,2"
Erechim,1,1,2,44,2,2,0,1,0,0,0,1,9,24,24,15,1,1,1,,4,3,"5,2"
Ibirubá,2,1,1,44,2,2,1,0,0,0,0,1,"0,83",9,16,8,1,1,1,,3,3,"2,6"
Passo Fundo,1,1,2,44,2,1,0,1,0,0,0,1,9,23,20,,1,1,2,15,3,3,"2,6"
Erechim,1,1,1,44,2,2,1,0,0,0,0,1,6,24,40,25,1,1,1,,6,2,"2,4"
Ibirubá,1,1,2,44,2,2,1,1,1,0,0,3,3,22,,24,2,1,1,,6,2,"3,25"
Tapera,1,1,1,44,2,2,1,0,1,0,0,1,6,24,8,,2,1,2,2,6,2,"4,8"
Passo Fundo,1,1,2,44,2,2,0,1,0,0,0,1,12,15,20,15,1,1,1,,6,2,5
Tapera,2,1,1,44,2,2,0,0,1,0,0,1,"1,16",10,16,,1,1,1,,5,2,4
Tio Hugo,1,1,2,44,2,2,0,0,1,0,0,1,2,23,40,20,1,1,2,2,3,2,3
Tapejara,2,1,2,44,2,2,0,1,0,1,0,1,9,25,4,36,2,1,2,3,3,2,"4,2"
Passo Fundo,2,3,5,44,2,1,0,1,0,1,0,1,4,23,75,97,2,1,1,,3,2,"4,2"
Passo Fundo,1,3,5,44,2,2,0,0,1,0,0,1,9,15,30,97,1,2,2,6,2,1,"5,4"
Ibirubá,1,1,1,45,2,2,1,0,0,0,0,1,7,10,22,2,1,1,1,,7,5,"2,4"
Estação,1,1,1,45,2,2,1,0,0,0,0,1,2,20,4,12,2,1,2,3,7,5,"4,75"
Ibiaçá,1,1,2,45,2,2,0,0,1,0,0,3,10,9,20,,2,1,1,,6,5,0
Chapada,1,1,2,45,2,1,0,0,1,0,0,1,6,25,20,36,1,1,1,,6,5,"1,2"
Passo Fundo,1,3,4,45,2,2,1,0,1,0,0,1,16,16,22,60,2,1,1,,6,5,"3,4"
Ibirubá,2,1,1,45,2,5,1,0,0,0,0,1,"0,58",5,8,12,1,1,1,,6,5,"4,4"
Espumoso,1,1,4,45,2,2,1,1,1,0,0,1,13,20,40,7,1,1,1,,5,5,"0,75"
Ibirubá,1,1,1,45,2,2,1,0,0,0,0,2,3,,40,36,2,1,1,,4,5,3
Erechim,1,1,2,45,2,2,1,0,0,0,0,1,15,,40,40,1,1,1,,,5,"1,2"
Espumoso,1,1,1,45,2,2,1,0,0,0,0,1,5,18,40,18,1,1,1,,7,4,"1,6"
Passo Fundo,1,3,5,45,2,1,1,0,0,0,0,1,10,10,4,97,1,1,1,,7,4,"2,6"
Erechim,2,1,1,45,2,1,1,0,0,0,0,1,30,25,40,23,2,1,1,,7,4,"3,2"
Getúlio Vargas,2,1,5,45,2,1,0,1,0,0,0,1,15,25,40,30,1,1,1,,6,4,1
Passo Fundo,1,3,4,45,2,2,0,0,1,0,0,1,8,,27,,1,1,2,120,6,4,"1,8"
Marau,1,1,1,45,2,2,1,0,0,0,0,1,8,8,40,8,2,1,2,2,6,4,"2,6"
Ibirubá,1,2,2,45,2,2,0,0,1,0,0,1,1,1,40,23,1,1,1,,6,4,3
Passo Fundo,1,3,5,45,2,2,0,0,1,0,0,1,16,20,22,60,2,1,1,,6,4,"3,2"
Passo Fundo,1,1,2,45,2,2,0,1,0,0,0,1,16,16,40,34,2,1,1,,6,4,"3,2"
Tapejara,1,1,2,45,2,2,0,0,1,0,0,1,5,20,40,45,2,1,2,15,6,4,"3,8"
Erechim,1,1,1,45,2,2,1,0,0,0,0,1,6,,4,35,1,1,1,,6,4,"4,4"
Estação,2,2,3,45,2,2,0,0,0,1,0,1,"0,41",,19,,1,1,1,,5,4,"2,8"
Espumoso,1,1,2,45,2,1,0,1,0,0,0,1,21,25,40,50,1,1,1,,5,4,3
Passo Fundo,1,3,4,45,2,2,0,0,1,0,0,1,8,20,25,60,1,1,1,,5,4,"3,8"
Tapejara,1,1,2,45,2,2,0,1,0,0,0,1,11,12,20,45,1,1,1,,5,4,"4,4"
Selbach,1,,,45,2,2,,,,,,2,,,,,2,1,1,,2,4,4
Ibirubá,1,1,1,45,2,2,1,0,0,0,0,2,1,12,40,36,2,1,1,,6,3,"0,2"
Erechim,2,1,2,45,2,2,0,1,1,0,0,1,"2,5","7,5",40,83,1,1,2,7,6,3,"1,4"
Passo Fundo,1,1,2,45,2,2,0,0,1,0,0,1,6,24,20,32,2,1,1,,6,3,"1,6"
Erechim,1,1,1,45,2,2,1,0,0,0,0,1,3,22,20,35,1,1,1,,6,3,"1,8"
Erechim,1,4,4,45,2,1,1,0,0,0,0,1,5,,20,37,1,1,1,,6,3,"2,4"
Passo Fundo,1,1,1,45,2,3,1,0,0,0,0,1,7,23,30,13,1,2,1,30,6,3,"2,8"
Passo Fundo,2,1,2,45,1,2,0,1,0,0,0,1,4,9,16,27,1,1,1,,6,3,"3,8"
Passo Fundo,2,3,4,45,2,2,0,0,1,0,0,1,5,25,53,60,1,1,2,3,6,3,"4,8"
Erechim,2,3,1,45,2,2,1,0,0,0,0,1,4,,20,34,1,1,2,2,6,3,5
Erechim,2,1,5,45,2,2,0,1,0,0,0,1,16,16,20,51,1,1,1,,5,3,"2,4"
Erechim,1,1,2,45,2,2,0,1,0,0,0,1,15,16,40,,1,1,1,,5,3,4
Passo Fundo,2,3,5,45,1,1,0,1,1,0,0,1,13,21,10,60,1,1,1,,5,3,"4,8"
Passo Fundo,1,1,2,45,2,2,0,1,1,0,0,1,11,12,40,18,1,1,1,,4,3,"3,8"
Marau,2,1,2,45,2,2,0,0,1,1,0,1,15,20,15,,1,1,1,,3,3,"4,2"
Getúlio Vargas,1,1,1,45,2,2,1,0,0,0,0,1,4,26,40,25,1,1,1,,2,3,2
Erechim,1,1,1,45,2,2,0,1,0,0,0,1,7,12,40,96,1,1,1,,2,3,6
